,breed,characteristic,rating
1775,Clumber Spaniel,Incredibly Kid Friendly Dogs,3
1776,Clumber Spaniel,Dog Friendly,4
1777,Clumber Spaniel,Friendly Toward Strangers,3
1778,Clumber Spaniel,Amount Of Shedding,5
1779,Clumber Spaniel,Drooling Potential,5
1780,Clumber Spaniel,Easy To Groom,1
1781,Clumber Spaniel,General Health,2
1782,Clumber Spaniel,Potential For Weight Gain,5
1783,Clumber Spaniel,Size,3
1784,Clumber Spaniel,Easy To Train,4
1785,Clumber Spaniel,Intelligence,3
1786,Clumber Spaniel,Potential For Mouthiness,5
1787,Clumber Spaniel,Prey Drive,5
1788,Clumber Spaniel,Tendency To Bark Or Howl,1
1789,Clumber Spaniel,Wanderlust Potential,4
1790,Clumber Spaniel,Energy Level,3
1791,Clumber Spaniel,Intensity,1
1792,Clumber Spaniel,Exercise Needs,2
1793,Clumber Spaniel,Potential For Playfulness,5
1794,Cockapoo,Adapts Well to Apartment Living,4
1795,Cockapoo,Good For Novice Owners,5
1796,Cockapoo,Sensitivity Level,4
1797,Cockapoo,Tolerates Being Alone,3
1798,Cockapoo,Tolerates Cold Weather,4
1799,Cockapoo,Tolerates Hot Weather,4
1800,Cockapoo,Affectionate with Family,5
1801,Cockapoo,Incredibly Kid Friendly Dogs,4
1802,Cockapoo,Dog Friendly,5
1803,Cockapoo,Friendly Toward Strangers,4
1804,Cockapoo,Amount Of Shedding,1
1805,Cockapoo,Drooling Potential,1
1806,Cockapoo,Easy To Groom,3
1807,Cockapoo,General Health,2
1808,Cockapoo,Potential For Weight Gain,3
1809,Cockapoo,Size,2
1810,Cockapoo,Easy To Train,4
1811,Cockapoo,Intelligence,4
1812,Cockapoo,Potential For Mouthiness,2
1813,Cockapoo,Prey Drive,3
1814,Cockapoo,Tendency To Bark Or Howl,2
1815,Cockapoo,Wanderlust Potential,3
1816,Cockapoo,Energy Level,3
1817,Cockapoo,Intensity,3
1818,Cockapoo,Exercise Needs,3
1819,Cockapoo,Potential For Playfulness,5
1820,Cocker Spaniel,Adapts Well to Apartment Living,5
1821,Cocker Spaniel,Good For Novice Owners,3
1822,Cocker Spaniel,Sensitivity Level,5
1823,Cocker Spaniel,Tolerates Being Alone,1
1824,Cocker Spaniel,Tolerates Cold Weather,4
1825,Cocker Spaniel,Tolerates Hot Weather,3
1826,Cocker Spaniel,Affectionate with Family,5
1827,Cocker Spaniel,Incredibly Kid Friendly Dogs,3
1828,Cocker Spaniel,Dog Friendly,4
1829,Cocker Spaniel,Friendly Toward Strangers,3
1830,Cocker Spaniel,Amount Of Shedding,3
1831,Cocker Spaniel,Drooling Potential,1
1832,Cocker Spaniel,Easy To Groom,1
1833,Cocker Spaniel,General Health,4
1834,Cocker Spaniel,Potential For Weight Gain,4
1835,Cocker Spaniel,Size,2
1836,Cocker Spaniel,Easy To Train,5
1837,Cocker Spaniel,Intelligence,4
1838,Cocker Spaniel,Potential For Mouthiness,4
1839,Cocker Spaniel,Prey Drive,5
1840,Cocker Spaniel,Tendency To Bark Or Howl,3
1841,Cocker Spaniel,Wanderlust Potential,4
1842,Cocker Spaniel,Energy Level,4
1843,Cocker Spaniel,Intensity,2
1844,Cocker Spaniel,Exercise Needs,3
1845,Cocker Spaniel,Potential For Playfulness,4
1846,Collie,Adapts Well to Apartment Living,3
1847,Collie,Good For Novice Owners,4
1848,Collie,Sensitivity Level,5
1849,Collie,Tolerates Being Alone,2
1850,Collie,Tolerates Cold Weather,4
1851,Collie,Tolerates Hot Weather,3
1852,Collie,Affectionate with Family,5
1853,Collie,Incredibly Kid Friendly Dogs,5
1854,Collie,Dog Friendly,4
1855,Collie,Friendly Toward Strangers,4
1856,Collie,Amount Of Shedding,5
1857,Collie,Drooling Potential,1
1858,Collie,Easy To Groom,2
1859,Collie,General Health,3
1860,Collie,Potential For Weight Gain,3
1861,Collie,Size,3
1862,Collie,Easy To Train,4
1863,Collie,Intelligence,4
1864,Collie,Potential For Mouthiness,3
1865,Collie,Prey Drive,4
1866,Collie,Tendency To Bark Or Howl,4
1867,Collie,Wanderlust Potential,1
1868,Collie,Energy Level,3
1869,Collie,Intensity,2
1870,Collie,Exercise Needs,3
1871,Collie,Potential For Playfulness,4
1872,Coton de Tulear,Adapts Well to Apartment Living,5
1873,Coton de Tulear,Good For Novice Owners,4
1874,Coton de Tulear,Sensitivity Level,5
1875,Coton de Tulear,Tolerates Being Alone,1
1876,Coton de Tulear,Tolerates Cold Weather,3
1877,Coton de Tulear,Tolerates Hot Weather,3
1878,Coton de Tulear,Affectionate with Family,5
1879,Coton de Tulear,Incredibly Kid Friendly Dogs,5
1880,Coton de Tulear,Dog Friendly,5
1881,Coton de Tulear,Friendly Toward Strangers,5
1882,Coton de Tulear,Amount Of Shedding,1
1883,Coton de Tulear,Drooling Potential,1
1884,Coton de Tulear,Easy To Groom,2
1885,Coton de Tulear,General Health,5
1886,Coton de Tulear,Potential For Weight Gain,3
1887,Coton de Tulear,Size,1
1888,Coton de Tulear,Easy To Train,3
1889,Coton de Tulear,Intelligence,4
1890,Coton de Tulear,Potential For Mouthiness,3
1891,Coton de Tulear,Prey Drive,1
1892,Coton de Tulear,Tendency To Bark Or Howl,2
1893,Coton de Tulear,Wanderlust Potential,3
1894,Coton de Tulear,Energy Level,3
1895,Coton de Tulear,Intensity,2
1896,Coton de Tulear,Exercise Needs,3
1897,Coton de Tulear,Potential For Playfulness,5
1898,Curly-Coated Retriever,Adapts Well to Apartment Living,1
1899,Curly-Coated Retriever,Good For Novice Owners,3
1900,Curly-Coated Retriever,Sensitivity Level,3
1901,Curly-Coated Retriever,Tolerates Being Alone,3
1902,Curly-Coated Retriever,Tolerates Cold Weather,4
1903,Curly-Coated Retriever,Tolerates Hot Weather,4
1904,Curly-Coated Retriever,Affectionate with Family,5
1905,Curly-Coated Retriever,Incredibly Kid Friendly Dogs,5
1906,Curly-Coated Retriever,Dog Friendly,4
1907,Curly-Coated Retriever,Friendly Toward Strangers,3
1908,Curly-Coated Retriever,Amount Of Shedding,3
1909,Curly-Coated Retriever,Drooling Potential,2
1910,Curly-Coated Retriever,Easy To Groom,3
1911,Curly-Coated Retriever,General Health,2
1912,Curly-Coated Retriever,Potential For Weight Gain,3
1913,Curly-Coated Retriever,Size,3
1914,Curly-Coated Retriever,Easy To Train,4
1915,Curly-Coated Retriever,Intelligence,5
1916,Curly-Coated Retriever,Potential For Mouthiness,5
1917,Curly-Coated Retriever,Prey Drive,5
1918,Curly-Coated Retriever,Tendency To Bark Or Howl,3
1919,Curly-Coated Retriever,Wanderlust Potential,4
1920,Curly-Coated Retriever,Energy Level,5
1921,Curly-Coated Retriever,Intensity,3
1922,Curly-Coated Retriever,Exercise Needs,4
1923,Curly-Coated Retriever,Potential For Playfulness,5
1924,Dachshund,Adapts Well to Apartment Living,5
1925,Dachshund,Good For Novice Owners,4
1926,Dachshund,Sensitivity Level,4
1927,Dachshund,Tolerates Being Alone,3
1928,Dachshund,Tolerates Cold Weather,1
1929,Dachshund,Tolerates Hot Weather,3
1930,Dachshund,Affectionate with Family,4
1931,Dachshund,Incredibly Kid Friendly Dogs,5
1932,Dachshund,Dog Friendly,3
1933,Dachshund,Friendly Toward Strangers,1
1934,Dachshund,Amount Of Shedding,3
1935,Dachshund,Drooling Potential,1
1936,Dachshund,Easy To Groom,3
1937,Dachshund,General Health,2
1938,Dachshund,Potential For Weight Gain,5
1939,Dachshund,Size,1
1940,Dachshund,Easy To Train,2
1941,Dachshund,Intelligence,4
1942,Dachshund,Potential For Mouthiness,4
1943,Dachshund,Prey Drive,5
1944,Dachshund,Tendency To Bark Or Howl,5
1945,Dachshund,Wanderlust Potential,5
1946,Dachshund,Energy Level,3
1947,Dachshund,Intensity,3
1948,Dachshund,Exercise Needs,3
1949,Dachshund,Potential For Playfulness,4
1950,Dalmatian,Adapts Well to Apartment Living,2
1951,Dalmatian,Good For Novice Owners,3
1952,Dalmatian,Sensitivity Level,4
1953,Dalmatian,Tolerates Being Alone,3
1954,Dalmatian,Tolerates Cold Weather,3
1955,Dalmatian,Tolerates Hot Weather,4
1956,Dalmatian,Affectionate with Family,5
1957,Dalmatian,Incredibly Kid Friendly Dogs,4
1958,Dalmatian,Dog Friendly,4
1959,Dalmatian,Friendly Toward Strangers,3
1960,Dalmatian,Amount Of Shedding,5
1961,Dalmatian,Drooling Potential,1
1962,Dalmatian,Easy To Groom,5
1963,Dalmatian,General Health,4
1964,Dalmatian,Potential For Weight Gain,4
1965,Dalmatian,Size,3
1966,Dalmatian,Easy To Train,4
1967,Dalmatian,Intelligence,4
1968,Dalmatian,Potential For Mouthiness,2
1969,Dalmatian,Prey Drive,2
1970,Dalmatian,Tendency To Bark Or Howl,2
1971,Dalmatian,Wanderlust Potential,4
1972,Dalmatian,Energy Level,5
1973,Dalmatian,Intensity,4
1974,Dalmatian,Exercise Needs,5
1975,Dalmatian,Potential For Playfulness,4
1976,Dandie Dinmont Terrier,Adapts Well to Apartment Living,4
1977,Dandie Dinmont Terrier,Good For Novice Owners,4
1978,Dandie Dinmont Terrier,Sensitivity Level,3
1979,Dandie Dinmont Terrier,Tolerates Being Alone,2
1980,Dandie Dinmont Terrier,Tolerates Cold Weather,3
1981,Dandie Dinmont Terrier,Tolerates Hot Weather,3
1982,Dandie Dinmont Terrier,Affectionate with Family,5
1983,Dandie Dinmont Terrier,Incredibly Kid Friendly Dogs,4
1984,Dandie Dinmont Terrier,Dog Friendly,3
1985,Dandie Dinmont Terrier,Friendly Toward Strangers,3
1986,Dandie Dinmont Terrier,Amount Of Shedding,3
1987,Dandie Dinmont Terrier,Drooling Potential,1
1988,Dandie Dinmont Terrier,Easy To Groom,2
1989,Dandie Dinmont Terrier,General Health,3
1990,Dandie Dinmont Terrier,Potential For Weight Gain,4
1991,Dandie Dinmont Terrier,Size,1
1992,Dandie Dinmont Terrier,Easy To Train,2
1993,Dandie Dinmont Terrier,Intelligence,3
1994,Dandie Dinmont Terrier,Potential For Mouthiness,3
1995,Dandie Dinmont Terrier,Prey Drive,4
1996,Dandie Dinmont Terrier,Tendency To Bark Or Howl,2
1997,Dandie Dinmont Terrier,Wanderlust Potential,3
1998,Dandie Dinmont Terrier,Energy Level,3
1999,Dandie Dinmont Terrier,Intensity,3
2000,Dandie Dinmont Terrier,Exercise Needs,2
2001,Dandie Dinmont Terrier,Potential For Playfulness,4
2002,Doberman Pinscher,Adapts Well to Apartment Living,3
2003,Doberman Pinscher,Good For Novice Owners,3
2004,Doberman Pinscher,Sensitivity Level,5
2005,Doberman Pinscher,Tolerates Being Alone,2
2006,Doberman Pinscher,Tolerates Cold Weather,1
2007,Doberman Pinscher,Tolerates Hot Weather,4
2008,Doberman Pinscher,Affectionate with Family,5
2009,Doberman Pinscher,Incredibly Kid Friendly Dogs,3
2010,Doberman Pinscher,Dog Friendly,1
2011,Doberman Pinscher,Friendly Toward Strangers,3
2012,Doberman Pinscher,Amount Of Shedding,4
2013,Doberman Pinscher,Drooling Potential,4
2014,Doberman Pinscher,Easy To Groom,5
2015,Doberman Pinscher,General Health,1
2016,Doberman Pinscher,Potential For Weight Gain,3
2017,Doberman Pinscher,Size,4
2018,Doberman Pinscher,Easy To Train,5
2019,Doberman Pinscher,Intelligence,5
2020,Doberman Pinscher,Potential For Mouthiness,2
2021,Doberman Pinscher,Prey Drive,1
2022,Doberman Pinscher,Tendency To Bark Or Howl,1
2023,Doberman Pinscher,Wanderlust Potential,2
2024,Doberman Pinscher,Energy Level,3
2025,Doberman Pinscher,Intensity,3
2026,Doberman Pinscher,Exercise Needs,3
2027,Doberman Pinscher,Potential For Playfulness,5
2028,Dogo Argentino,Adapts Well to Apartment Living,1
2029,Dogo Argentino,Good For Novice Owners,1
2030,Dogo Argentino,Sensitivity Level,3
2031,Dogo Argentino,Tolerates Being Alone,2
2032,Dogo Argentino,Tolerates Cold Weather,2
2033,Dogo Argentino,Tolerates Hot Weather,4
2034,Dogo Argentino,Affectionate with Family,4
2035,Dogo Argentino,Incredibly Kid Friendly Dogs,2
2036,Dogo Argentino,Dog Friendly,2
2037,Dogo Argentino,Friendly Toward Strangers,2
2038,Dogo Argentino,Amount Of Shedding,1
2039,Dogo Argentino,Drooling Potential,3
2040,Dogo Argentino,Easy To Groom,4
2041,Dogo Argentino,General Health,3
2042,Dogo Argentino,Potential For Weight Gain,2
2043,Dogo Argentino,Size,4
2044,Dogo Argentino,Easy To Train,2
2045,Dogo Argentino,Intelligence,3
2046,Dogo Argentino,Potential For Mouthiness,2
2047,Dogo Argentino,Prey Drive,5
2048,Dogo Argentino,Tendency To Bark Or Howl,2
2049,Dogo Argentino,Wanderlust Potential,4
2050,Dogo Argentino,Energy Level,4
2051,Dogo Argentino,Intensity,4
2052,Dogo Argentino,Exercise Needs,4
2053,Dogo Argentino,Potential For Playfulness,3
2054,Dogue de Bordeaux,Adapts Well to Apartment Living,5
2055,Dogue de Bordeaux,Good For Novice Owners,1
2056,Dogue de Bordeaux,Sensitivity Level,4
2057,Dogue de Bordeaux,Tolerates Being Alone,2
2058,Dogue de Bordeaux,Tolerates Cold Weather,3
2059,Dogue de Bordeaux,Tolerates Hot Weather,2
2060,Dogue de Bordeaux,Affectionate with Family,5
2061,Dogue de Bordeaux,Incredibly Kid Friendly Dogs,5
2062,Dogue de Bordeaux,Dog Friendly,1
2063,Dogue de Bordeaux,Friendly Toward Strangers,1
2064,Dogue de Bordeaux,Amount Of Shedding,3
2065,Dogue de Bordeaux,Drooling Potential,5
2066,Dogue de Bordeaux,Easy To Groom,5
2067,Dogue de Bordeaux,General Health,2
2068,Dogue de Bordeaux,Potential For Weight Gain,4
2069,Dogue de Bordeaux,Size,4
2070,Dogue de Bordeaux,Easy To Train,2
2071,Dogue de Bordeaux,Intelligence,3
2072,Dogue de Bordeaux,Potential For Mouthiness,4
2073,Dogue de Bordeaux,Prey Drive,4
2074,Dogue de Bordeaux,Tendency To Bark Or Howl,2
2075,Dogue de Bordeaux,Wanderlust Potential,1
2076,Dogue de Bordeaux,Energy Level,2
2077,Dogue de Bordeaux,Intensity,2
2078,Dogue de Bordeaux,Exercise Needs,5
2079,Dogue de Bordeaux,Potential For Playfulness,3
2080,Dutch Shepherd,Adapts Well to Apartment Living,3
2081,Dutch Shepherd,Good For Novice Owners,3
2082,Dutch Shepherd,Sensitivity Level,3
2083,Dutch Shepherd,Tolerates Being Alone,2
2084,Dutch Shepherd,Tolerates Cold Weather,4
2085,Dutch Shepherd,Tolerates Hot Weather,4
2086,Dutch Shepherd,Affectionate with Family,4
2087,Dutch Shepherd,Incredibly Kid Friendly Dogs,4
2088,Dutch Shepherd,Dog Friendly,4
2089,Dutch Shepherd,Friendly Toward Strangers,2
2090,Dutch Shepherd,Amount Of Shedding,4
2091,Dutch Shepherd,Drooling Potential,2
2092,Dutch Shepherd,Easy To Groom,3
2093,Dutch Shepherd,General Health,4
2094,Dutch Shepherd,Potential For Weight Gain,2
2095,Dutch Shepherd,Size,3
2096,Dutch Shepherd,Easy To Train,5
2097,Dutch Shepherd,Intelligence,4
2098,Dutch Shepherd,Potential For Mouthiness,2
2099,Dutch Shepherd,Prey Drive,3
2100,Dutch Shepherd,Tendency To Bark Or Howl,2
2101,Dutch Shepherd,Wanderlust Potential,2
2102,Dutch Shepherd,Energy Level,4
2103,Dutch Shepherd,Intensity,3
2104,Dutch Shepherd,Exercise Needs,4
2105,Dutch Shepherd,Potential For Playfulness,4
2106,English Cocker Spaniel,Adapts Well to Apartment Living,5
2107,English Cocker Spaniel,Good For Novice Owners,4
2108,English Cocker Spaniel,Sensitivity Level,5
2109,English Cocker Spaniel,Tolerates Being Alone,1
2110,English Cocker Spaniel,Tolerates Cold Weather,4
2111,English Cocker Spaniel,Tolerates Hot Weather,3
2112,English Cocker Spaniel,Affectionate with Family,5
2113,English Cocker Spaniel,Incredibly Kid Friendly Dogs,5
2114,English Cocker Spaniel,Dog Friendly,5
2115,English Cocker Spaniel,Friendly Toward Strangers,5
2116,English Cocker Spaniel,Amount Of Shedding,3
2117,English Cocker Spaniel,Drooling Potential,1
2118,English Cocker Spaniel,Easy To Groom,3
2119,English Cocker Spaniel,General Health,4
2120,English Cocker Spaniel,Potential For Weight Gain,5
2121,English Cocker Spaniel,Size,2
2122,English Cocker Spaniel,Easy To Train,4
2123,English Cocker Spaniel,Intelligence,5
2124,English Cocker Spaniel,Potential For Mouthiness,3
2125,English Cocker Spaniel,Prey Drive,5
2126,English Cocker Spaniel,Tendency To Bark Or Howl,4
2127,English Cocker Spaniel,Wanderlust Potential,4
2128,English Cocker Spaniel,Energy Level,5
2129,English Cocker Spaniel,Intensity,3
2130,English Cocker Spaniel,Exercise Needs,4
2131,English Cocker Spaniel,Potential For Playfulness,5
2132,English Foxhound,Adapts Well to Apartment Living,1
2133,English Foxhound,Good For Novice Owners,2
2134,English Foxhound,Sensitivity Level,3
2135,English Foxhound,Tolerates Being Alone,4
2136,English Foxhound,Tolerates Cold Weather,3
2137,English Foxhound,Tolerates Hot Weather,3
2138,English Foxhound,Affectionate with Family,4
2139,English Foxhound,Incredibly Kid Friendly Dogs,4
2140,English Foxhound,Dog Friendly,5
2141,English Foxhound,Friendly Toward Strangers,3
2142,English Foxhound,Amount Of Shedding,3
2143,English Foxhound,Drooling Potential,1
2144,English Foxhound,Easy To Groom,5
2145,English Foxhound,General Health,4
2146,English Foxhound,Potential For Weight Gain,2
2147,English Foxhound,Size,3
2148,English Foxhound,Easy To Train,3
2149,English Foxhound,Intelligence,3
2150,English Foxhound,Potential For Mouthiness,4
2151,English Foxhound,Prey Drive,5
2152,English Foxhound,Tendency To Bark Or Howl,4
2153,English Foxhound,Wanderlust Potential,5
2154,English Foxhound,Energy Level,5
2155,English Foxhound,Intensity,4
2156,English Foxhound,Exercise Needs,5
2157,English Foxhound,Potential For Playfulness,5
2158,English Setter,Adapts Well to Apartment Living,1
2159,English Setter,Good For Novice Owners,3
2160,English Setter,Sensitivity Level,4
2161,English Setter,Tolerates Being Alone,1
2162,English Setter,Tolerates Cold Weather,4
2163,English Setter,Tolerates Hot Weather,3
2164,English Setter,Affectionate with Family,5
2165,English Setter,Incredibly Kid Friendly Dogs,5
2166,English Setter,Dog Friendly,5
2167,English Setter,Friendly Toward Strangers,5
2168,English Setter,Amount Of Shedding,3
2169,English Setter,Drooling Potential,2
2170,English Setter,Easy To Groom,3
2171,English Setter,General Health,3
2172,English Setter,Potential For Weight Gain,5
2173,English Setter,Size,3
2174,English Setter,Easy To Train,3
2175,English Setter,Intelligence,5
2176,English Setter,Potential For Mouthiness,4
2177,English Setter,Prey Drive,5
2178,English Setter,Tendency To Bark Or Howl,4
2179,English Setter,Wanderlust Potential,5
2180,English Setter,Energy Level,4
2181,English Setter,Intensity,2
2182,English Setter,Exercise Needs,5
2183,English Setter,Potential For Playfulness,5
2184,English Springer Spaniel,Adapts Well to Apartment Living,1
2185,English Springer Spaniel,Good For Novice Owners,3
2186,English Springer Spaniel,Sensitivity Level,4
2187,English Springer Spaniel,Tolerates Being Alone,1
2188,English Springer Spaniel,Tolerates Cold Weather,3
2189,English Springer Spaniel,Tolerates Hot Weather,4
2190,English Springer Spaniel,Affectionate with Family,5
2191,English Springer Spaniel,Incredibly Kid Friendly Dogs,5
2192,English Springer Spaniel,Dog Friendly,5
2193,English Springer Spaniel,Friendly Toward Strangers,4
2194,English Springer Spaniel,Amount Of Shedding,3
2195,English Springer Spaniel,Drooling Potential,1
2196,English Springer Spaniel,Easy To Groom,2
2197,English Springer Spaniel,General Health,3
2198,English Springer Spaniel,Potential For Weight Gain,3
2199,English Springer Spaniel,Size,3
2200,English Springer Spaniel,Easy To Train,5
2201,English Springer Spaniel,Intelligence,5
2202,English Springer Spaniel,Potential For Mouthiness,3
2203,English Springer Spaniel,Prey Drive,5
2204,English Springer Spaniel,Tendency To Bark Or Howl,3
2205,English Springer Spaniel,Wanderlust Potential,4
2206,English Springer Spaniel,Energy Level,5
2207,English Springer Spaniel,Intensity,3
2208,English Springer Spaniel,Exercise Needs,5
2209,English Springer Spaniel,Potential For Playfulness,5
2210,English Toy Spaniel,Adapts Well to Apartment Living,4
2211,English Toy Spaniel,Good For Novice Owners,4
2212,English Toy Spaniel,Sensitivity Level,4
2213,English Toy Spaniel,Tolerates Being Alone,1
2214,English Toy Spaniel,Tolerates Cold Weather,2
2215,English Toy Spaniel,Tolerates Hot Weather,2
2216,English Toy Spaniel,Affectionate with Family,5
2217,English Toy Spaniel,Incredibly Kid Friendly Dogs,1
2218,English Toy Spaniel,Dog Friendly,4
2219,English Toy Spaniel,Friendly Toward Strangers,4
2220,English Toy Spaniel,Amount Of Shedding,5
2221,English Toy Spaniel,Drooling Potential,2
2222,English Toy Spaniel,Easy To Groom,4
2223,English Toy Spaniel,General Health,2
2224,English Toy Spaniel,Potential For Weight Gain,3
2225,English Toy Spaniel,Size,2
2226,English Toy Spaniel,Easy To Train,3
2227,English Toy Spaniel,Intelligence,3
2228,English Toy Spaniel,Potential For Mouthiness,4
